claim_id,video_id,channel_id,claimant_id,claim_date,video_upload_date,claim_type,status,resolution_days,action_taken,region,video_views,video_duration_seconds,content_category,estimated_revenue_impact,counter_notice_filed,is_suspicious,days_since_upload,abuse_score,manual_review_required,reviewer_id,review_accuracy
CLAIM_00010669,VID_00005860,CH_00001370,CLMT_00002786,2024-07-04,2023-11-10,Audiovisual,Active,,Mute,APAC,3156,666,Music,0.0,False,False,237,3,False,REV_172,True
CLAIM_00010670,VID_00009450,CH_00017908,CLMT_00000305,2023-12-03,2023-10-29,Audio,Active,,Mute,US,1505,303,Film,0.0,False,False,35,1,False,REV_198,True
CLAIM_00010671,VID_00002522,CH_00003957,CLMT_00003304,2024-08-07,2024-07-16,Audiovisual,Active,,Track,EU,1513,281,Entertainment,0.0,True,False,22,13,True,REV_138,True
CLAIM_00010672,VID_00003584,CH_00008775,CLMT_00002867,2023-04-06,2023-03-20,Audio,Active,,Monetize,EU,3431,617,Music,3040.97,False,False,17,37,False,REV_081,True
CLAIM_00010673,VID_00005400,CH_00000527,CLMT_00003628,2023-07-08,2023-03-11,Audio,Active,,Monetize,US,24,48,Gaming,1611.08,False,False,119,13,False,REV_035,True
CLAIM_00010674,VID_00009043,CH_00006311,CLMT_00001553,2024-07-16,2023-10-25,Audio,Resolved,35.0,Monetize,LATAM,390,2264,Entertainment,607.23,False,False,265,18,False,REV_169,True
CLAIM_00010675,VID_00003671,CH_00007099,CLMT_00000883,2023-05-30,2023-04-28,Audio,Resolved,2.0,Monetize,LATAM,124653,172,Entertainment,2910.7,False,False,32,39,False,REV_185,True
CLAIM_00010676,VID_00022842,CH_00009261,CLMT_00001881,2024-06-19,2024-02-19,Audiovisual,Resolved,55.0,Monetize,APAC,385,743,Music,472.78,False,False,121,10,False,REV_131,True
CLAIM_00010677,VID_00004849,CH_00000825,CLMT_00001423,2023-04-10,2022-09-08,Audiovisual,Active,,Monetize,LATAM,56142,75,Technology,2662.77,False,False,214,4,False,REV_154,True
CLAIM_00010678,VID_00016264,CH_00011139,CLMT_00004407,2024-09-01,2023-09-22,Audiovisual,Active,,Track,EU,8933,451,Gaming,0.0,False,False,345,30,False,REV_103,True
CLAIM_00010679,VID_00004932,CH_00001093,CLMT_00002784,2024-05-20,2023-12-20,Audio,Resolved,55.0,Block,EU,507,659,Music,0.0,False,False,152,26,False,REV_003,True
CLAIM_00010680,VID_00028672,CH_00018117,CLMT_00000725,2024-02-20,2023-07-23,Audio,Resolved,71.0,Monetize,APAC,1092,347,Music,4234.7,False,False,212,3,False,REV_025,True
CLAIM_00010681,VID_00006694,CH_00003681,CLMT_00002695,2024-03-01,2023-06-27,Visual,Resolved,71.0,Track,APAC,22,59,Gaming,0.0,False,False,248,21,False,REV_159,True
CLAIM_00010682,VID_00017062,CH_00001581,CLMT_00003071,2024-02-16,2024-02-12,Thumbnail,Active,,Monetize,APAC,3258769,357,Gaming,3281.74,False,False,4,14,False,REV_086,True
CLAIM_00010683,VID_00020555,CH_00011112,CLMT_00001134,2024-07-16,2023-10-10,Audio,Disputed,,Track,APAC,395,1183,Lifestyle,0.0,True,False,280,12,True,REV_109,True
CLAIM_00010684,VID_00000744,CH_00012343,CLMT_00004623,2024-08-06,2024-01-18,Audiovisual,Resolved,66.0,Monetize,MEA,121179,808,Music,2555.03,False,False,201,23,False,REV_079,False
CLAIM_00010685,VID_00009607,CH_00007254,CLMT_00003813,2024-01-27,2023-09-07,Visual,Resolved,61.0,Block,APAC,1730,191,Entertainment,0.0,False,False,142,22,False,REV_137,True
CLAIM_00010686,VID_00013650,CH_00011183,CLMT_00002171,2024-05-09,2024-03-23,Audio,Active,,Monetize,EU,90,161,Education,696.98,False,False,47,27,False,REV_020,True
CLAIM_00010687,VID_00022361,CH_00016981,CLMT_00001078,2023-04-12,2023-01-12,Visual,Disputed,,Monetize,US,1747672,167,Gaming,1809.81,False,False,90,17,False,REV_137,False
CLAIM_00010688,VID_00017742,CH_00014160,CLMT_00004263,2024-05-23,2024-02-16,Audio,Active,,Block,APAC,19317,314,Music,0.0,False,False,97,17,False,REV_155,True
CLAIM_00010689,VID_00004327,CH_00019377,CLMT_00003206,2023-02-05,2022-12-29,Audiovisual,Active,,Monetize,US,248612,27,Music,1671.83,False,False,38,4,False,REV_130,True
CLAIM_00010690,VID_00015529,CH_00019343,CLMT_00003369,2023-03-27,2022-07-01,Audio,Disputed,,Monetize,EU,22344,73,Gaming,4944.65,True,False,269,16,True,REV_165,False
CLAIM_00010691,VID_00011361,CH_00001247,CLMT_00003893,2024-01-20,2023-06-17,Audiovisual,Resolved,2.0,Monetize,US,4517,2030,Music,788.68,False,False,217,31,False,REV_085,True
CLAIM_00010692,VID_00013767,CH_00006042,CLMT_00003836,2023-02-15,2022-08-26,Audio,Active,,Block,APAC,331,182,Technology,0.0,False,False,173,20,False,REV_165,True
CLAIM_00010693,VID_00014545,CH_00003463,CLMT_00000957,2024-08-03,2024-05-20,Thumbnail,Disputed,,Block,US,681,56,Sports,0.0,False,False,75,8,False,REV_180,True
CLAIM_00010694,VID_00024174,CH_00007731,CLMT_00004944,2024-05-04,2023-12-18,Audio,Resolved,17.0,Block,US,31,733,Entertainment,0.0,True,False,138,20,True,REV_083,True
CLAIM_00010695,VID_00021126,CH_00002245,CLMT_00000367,2024-05-20,2024-01-24,Audiovisual,Disputed,,Block,APAC,117,2737,Gaming,0.0,False,False,117,8,False,REV_062,True
CLAIM_00010696,VID_00000704,CH_00003186,CLMT_00001424,2024-03-17,2023-04-17,Audiovisual,Disputed,,Mute,EU,4958,896,Entertainment,0.0,False,False,335,29,False,REV_093,True
CLAIM_00010697,VID_00009553,CH_00013466,CLMT_00001589,2023-06-12,2022-10-20,Thumbnail,Active,,Mute,US,22,380,Music,0.0,False,False,235,22,False,REV_042,True
CLAIM_00010698,VID_00006196,CH_00013594,CLMT_00001542,2023-05-20,2022-06-05,Visual,Resolved,50.0,Monetize,US,192,35,Entertainment,3582.24,False,False,349,2,False,REV_142,True
CLAIM_00010699,VID_00002063,CH_00018626,CLMT_00003103,2023-11-09,2023-06-04,Audiovisual,Active,,Track,EU,434,500,Film,0.0,False,False,158,14,False,REV_033,True
CLAIM_00010700,VID_00000723,CH_00009944,CLMT_00004592,2023-01-16,2022-02-03,Visual,Resolved,85.0,Block,EU,1857,158,Music,0.0,False,False,347,38,False,REV_069,True
CLAIM_00010701,VID_00028567,CH_00013698,CLMT_00001221,2023-08-25,2023-01-19,Audio,Active,,Monetize,APAC,5596,170,Education,4519.86,False,False,218,14,False,REV_026,True
CLAIM_00010702,VID_00026280,CH_00000723,CLMT_00004524,2023-12-10,2023-11-06,Visual,Resolved,39.0,Track,EU,1292,51,News,0.0,False,False,34,19,False,REV_025,True
CLAIM_00010703,VID_00007613,CH_00004493,CLMT_00003657,2024-01-16,2024-01-01,Audio,Disputed,,Track,EU,317,80,Music,0.0,False,False,15,7,False,REV_096,True
CLAIM_00010704,VID_00027360,CH_00002461,CLMT_00004345,2023-05-16,2023-05-14,Thumbnail,Expired,80.0,Monetize,US,566,543,Lifestyle,954.78,False,False,2,38,False,REV_054,True
CLAIM_00010705,VID_00017027,CH_00005268,CLMT_00000508,2024-08-07,2023-08-21,Audio,Active,,Block,MEA,8185,412,Music,0.0,False,False,352,7,False,REV_154,True
CLAIM_00010706,VID_00021125,CH_00009523,CLMT_00004483,2024-06-09,2023-07-31,Audiovisual,Active,,Monetize,APAC,101,418,Music,4958.88,False,False,314,39,False,REV_196,True
CLAIM_00010707,VID_00011007,CH_00014096,CLMT_00004654,2024-01-13,2023-08-31,Audiovisual,Active,,Mute,EU,134114,109,Gaming,0.0,False,False,135,3,False,REV_173,True
CLAIM_00010708,VID_00013491,CH_00014681,CLMT_00003768,2024-04-28,2023-12-15,Audiovisual,Active,,Monetize,MEA,346,215,Education,4661.47,False,False,135,38,False,REV_173,True
CLAIM_00010709,VID_00018963,CH_00013829,CLMT_00000205,2024-02-22,2024-01-31,Audiovisual,Resolved,71.0,Block,APAC,79209,232,Music,0.0,False,False,22,11,False,REV_140,True
CLAIM_00010710,VID_00011233,CH_00008464,CLMT_00004079,2024-04-24,2023-06-19,Audio,Retracted,61.0,Block,EU,19,94,Education,0.0,False,False,310,1,False,REV_196,True
CLAIM_00010711,VID_00021488,CH_00004725,CLMT_00004774,2023-12-23,2023-12-21,Audiovisual,Active,,Monetize,US,2326,815,Education,311.43,False,False,2,13,False,REV_078,True
CLAIM_00010712,VID_00021170,CH_00016572,CLMT_00002534,2023-01-14,2022-02-13,Audio,Resolved,47.0,Track,EU,24209,221,Gaming,0.0,False,False,335,24,False,REV_120,True
CLAIM_00010713,VID_00025783,CH_00003761,CLMT_00004025,2023-09-15,2023-04-14,Audiovisual,Resolved,59.0,Monetize,US,27226,219,Music,35.2,False,False,154,19,False,REV_128,True
CLAIM_00010714,VID_00010693,CH_00004884,CLMT_00001289,2022-11-12,2022-07-01,Audiovisual,Active,,Block,US,446,109,Education,0.0,False,False,134,11,False,REV_110,True
CLAIM_00010715,VID_00015931,CH_00011362,CLMT_00000442,2022-10-23,2022-08-26,Thumbnail,Active,,Monetize,US,4912,735,Education,4578.82,False,False,58,4,False,REV_165,True
CLAIM_00010716,VID_00019444,CH_00018547,CLMT_00002811,2024-06-26,2024-06-17,Audio,Retracted,19.0,Monetize,US,12333,87,Gaming,1683.39,False,False,9,23,False,REV_147,True
CLAIM_00010717,VID_00021819,CH_00017161,CLMT_00001089,2023-01-16,2022-11-24,Audio,Active,,Monetize,EU,469,181,Music,4551.85,False,False,53,1,False,REV_114,True
CLAIM_00010718,VID_00022835,CH_00006231,CLMT_00004863,2024-03-29,2023-08-25,Audio,Resolved,46.0,Block,US,486,281,Education,0.0,False,False,217,36,False,REV_132,True
CLAIM_00010719,VID_00017373,CH_00012994,CLMT_00000732,2023-02-13,2022-05-21,Audio,Active,,Block,US,492,51,Entertainment,0.0,False,False,268,31,False,REV_049,True
CLAIM_00010720,VID_00027588,CH_00005201,CLMT_00004050,2023-08-19,2022-11-13,Audio,Resolved,17.0,Block,MEA,995,138,Entertainment,0.0,False,False,279,32,False,REV_024,True
CLAIM_00010721,VID_00017973,CH_00001690,CLMT_00003799,2023-11-11,2023-07-19,Audiovisual,Active,,Monetize,EU,341146,477,Gaming,1770.22,False,False,115,37,False,REV_190,True
CLAIM_00010722,VID_00014591,CH_00014977,CLMT_00002885,2022-12-29,2022-11-30,Audio,Active,,Block,LATAM,4112,1563,Gaming,0.0,False,False,29,31,False,REV_156,True
CLAIM_00010723,VID_00015008,CH_00008765,CLMT_00000277,2023-03-17,2022-09-06,Audiovisual,Active,,Monetize,US,8208,2722,Sports,3020.47,False,False,192,13,False,REV_141,True
CLAIM_00010724,VID_00009965,CH_00016688,CLMT_00004418,2024-03-26,2023-07-09,Audiovisual,Active,,Monetize,MEA,17,88,Music,3727.94,False,False,261,33,False,REV_005,True
CLAIM_00010725,VID_00018588,CH_00018351,CLMT_00003163,2023-02-08,2022-08-17,Audiovisual,Expired,33.0,Mute,APAC,4472,315,Gaming,0.0,False,True,175,96,True,REV_023,True
CLAIM_00010726,VID_00004324,CH_00008634,CLMT_00001885,2024-06-16,2023-09-15,Visual,Resolved,18.0,Track,LATAM,625,623,Education,0.0,False,False,275,9,False,REV_053,True
CLAIM_00010727,VID_00029435,CH_00019163,CLMT_00001180,2023-10-02,2023-04-19,Visual,Disputed,,Monetize,LATAM,9804,251,Sports,3014.49,False,False,166,20,False,REV_185,True
CLAIM_00010728,VID_00025866,CH_00010520,CLMT_00004075,2023-09-01,2022-12-16,Visual,Retracted,86.0,Monetize,MEA,296303,501,Entertainment,474.91,False,False,259,25,False,REV_148,True
CLAIM_00010729,VID_00010044,CH_00019623,CLMT_00003745,2023-10-01,2022-12-11,Audio,Active,,Block,APAC,5,34,Music,0.0,False,False,294,16,False,REV_058,True
CLAIM_00010730,VID_00005628,CH_00002453,CLMT_00003262,2022-12-06,2022-01-20,Audiovisual,Disputed,,Monetize,APAC,1822,142,Music,3419.06,False,False,320,3,False,REV_108,True
CLAIM_00010731,VID_00025863,CH_00005642,CLMT_00004836,2023-03-07,2022-10-07,Visual,Resolved,38.0,Monetize,US,6033,49,Entertainment,4139.06,False,False,151,3,False,REV_134,True
CLAIM_00010732,VID_00008520,CH_00012740,CLMT_00004608,2023-01-18,2022-11-20,Audiovisual,Resolved,81.0,Monetize,US,115,109,Entertainment,1801.46,False,False,59,39,False,REV_060,True
CLAIM_00010733,VID_00007432,CH_00000148,CLMT_00002064,2024-10-01,2024-04-30,Audiovisual,Disputed,,Mute,US,6234,26,Music,0.0,False,False,154,27,False,REV_017,True
CLAIM_00010734,VID_00015868,CH_00018964,CLMT_00001542,2023-11-12,2023-09-28,Audiovisual,Active,,Monetize,EU,566,47,Music,3770.83,False,True,45,98,True,REV_055,True
CLAIM_00010735,VID_00012187,CH_00004871,CLMT_00001017,2024-05-27,2023-06-20,Visual,Active,,Track,MEA,190,208,Film,0.0,False,False,342,31,False,REV_024,True
CLAIM_00010736,VID_00009442,CH_00000016,CLMT_00000891,2024-05-26,2023-11-22,Audio,Active,,Mute,APAC,17770,260,Music,0.0,False,False,186,39,False,REV_187,True
CLAIM_00010737,VID_00025224,CH_00008019,CLMT_00001358,2022-12-02,2022-02-08,Audiovisual,Disputed,,Block,APAC,252,1159,Music,0.0,False,False,297,24,False,REV_119,True
CLAIM_00010738,VID_00027706,CH_00007344,CLMT_00002352,2024-07-29,2024-03-07,Visual,Active,,Block,EU,975,438,News,0.0,False,False,144,20,False,REV_132,True
CLAIM_00010739,VID_00001551,CH_00002590,CLMT_00000378,2023-11-22,2023-04-21,Audio,Expired,19.0,Monetize,US,30993,46,Education,3935.19,False,False,215,9,False,REV_054,True
CLAIM_00010740,VID_00004861,CH_00008511,CLMT_00004447,2024-01-19,2023-11-12,Audio,Active,,Block,EU,503857,112,Gaming,0.0,False,False,68,15,False,REV_034,True
CLAIM_00010741,VID_00011572,CH_00014180,CLMT_00003169,2023-06-05,2022-08-29,Audio,Resolved,20.0,Block,US,537,1038,Music,0.0,False,False,280,34,False,REV_171,True
CLAIM_00010742,VID_00009319,CH_00012106,CLMT_00000048,2024-01-05,2023-09-01,Audiovisual,Resolved,76.0,Block,EU,11638,192,Gaming,0.0,True,False,126,39,True,REV_095,True
CLAIM_00010743,VID_00014940,CH_00013673,CLMT_00002057,2023-01-13,2022-03-17,Audio,Retracted,73.0,Monetize,US,50717,63,Gaming,4505.02,True,False,302,33,True,REV_173,True
CLAIM_00010744,VID_00005452,CH_00011599,CLMT_00002012,2024-06-16,2023-08-07,Audiovisual,Active,,Track,EU,464,244,Education,0.0,False,False,314,2,False,REV_003,True
CLAIM_00010745,VID_00020272,CH_00016235,CLMT_00003269,2023-12-29,2023-12-11,Visual,Active,,Monetize,APAC,92,380,Entertainment,3343.99,False,False,18,13,False,REV_084,True
CLAIM_00010746,VID_00005269,CH_00003932,CLMT_00003408,2023-10-13,2023-06-06,Audiovisual,Disputed,,Monetize,EU,3793,1175,Technology,3467.44,False,False,129,24,False,REV_072,True
CLAIM_00010747,VID_00023325,CH_00013749,CLMT_00004344,2023-07-17,2023-04-05,Audiovisual,Expired,36.0,Monetize,US,10321,472,Gaming,4629.12,False,False,103,21,False,REV_176,True
CLAIM_00010748,VID_00017542,CH_00012804,CLMT_00004889,2023-10-17,2023-03-01,Audiovisual,Active,,Block,US,812,540,Music,0.0,False,False,230,37,False,REV_031,True
CLAIM_00010749,VID_00009347,CH_00011614,CLMT_00004617,2024-08-30,2024-05-26,Visual,Resolved,17.0,Block,APAC,548,18,Music,0.0,False,False,96,27,False,REV_046,True
CLAIM_00010750,VID_00005973,CH_00016089,CLMT_00002656,2023-11-08,2023-04-02,Audio,Active,,Block,US,12,27,Sports,0.0,False,False,220,39,False,REV_065,True
CLAIM_00010751,VID_00005747,CH_00016787,CLMT_00004044,2024-06-24,2024-03-01,Visual,Resolved,27.0,Block,US,8874,134,Technology,0.0,False,False,115,7,False,REV_039,True
CLAIM_00010752,VID_00027504,CH_00003164,CLMT_00000160,2024-02-19,2024-02-09,Audiovisual,Disputed,,Block,APAC,119256,518,Gaming,0.0,False,False,10,14,False,REV_183,True
CLAIM_00010753,VID_00023204,CH_00006917,CLMT_00002327,2023-12-29,2023-07-03,Audiovisual,Disputed,,Monetize,EU,131,376,Entertainment,1710.51,False,False,179,36,False,REV_157,True
CLAIM_00010754,VID_00022704,CH_00000744,CLMT_00000955,2024-08-09,2024-06-20,Audiovisual,Resolved,63.0,Block,APAC,120,641,Music,0.0,False,False,50,10,False,REV_077,True
CLAIM_00010755,VID_00029646,CH_00009353,CLMT_00000864,2024-02-18,2023-09-01,Audio,Active,,Track,US,114,372,Education,0.0,True,False,170,34,True,REV_042,True
CLAIM_00010756,VID_00021836,CH_00018832,CLMT_00004231,2022-10-30,2021-12-05,Audiovisual,Resolved,75.0,Monetize,APAC,600,458,Education,1599.14,False,False,329,6,False,REV_035,True
CLAIM_00010757,VID_00026033,CH_00011317,CLMT_00003015,2024-06-06,2024-03-15,Audio,Disputed,,Mute,EU,11064,613,Music,0.0,False,False,83,22,False,REV_174,True
CLAIM_00010758,VID_00005030,CH_00001879,CLMT_00001862,2023-06-05,2023-01-05,Audiovisual,Retracted,90.0,Monetize,EU,1083,541,News,1449.51,False,False,151,7,False,REV_119,True
CLAIM_00010759,VID_00005284,CH_00009936,CLMT_00002675,2024-04-17,2023-12-07,Audio,Resolved,8.0,Track,LATAM,9928,195,Gaming,0.0,False,False,132,11,False,REV_136,True
CLAIM_00010760,VID_00007796,CH_00007705,CLMT_00003472,2023-03-17,2023-01-08,Audiovisual,Active,,Block,MEA,68,116,Music,0.0,False,False,68,8,False,REV_086,False
CLAIM_00010761,VID_00003832,CH_00016427,CLMT_00002051,2022-11-28,2022-04-19,Audio,Active,,Monetize,APAC,200,55,Gaming,3941.58,False,False,223,5,False,REV_012,True
CLAIM_00010762,VID_00001349,CH_00018672,CLMT_00001030,2023-02-14,2022-09-28,Visual,Disputed,,Monetize,US,414,335,Music,3471.68,False,False,139,29,False,REV_193,True
CLAIM_00010763,VID_00010376,CH_00012980,CLMT_00001871,2022-11-16,2022-07-27,Audiovisual,Resolved,34.0,Mute,APAC,1277,514,Gaming,0.0,False,False,112,21,False,REV_121,True
CLAIM_00010764,VID_00018827,CH_00009526,CLMT_00000593,2024-01-12,2023-03-02,Audio,Resolved,70.0,Track,US,1351,349,Entertainment,0.0,False,False,316,24,False,REV_065,True
CLAIM_00010765,VID_00004145,CH_00003291,CLMT_00003228,2023-01-06,2022-02-03,Audiovisual,Active,,Monetize,US,6344,477,Entertainment,1057.57,False,False,337,39,False,REV_116,True
CLAIM_00010766,VID_00014448,CH_00013040,CLMT_00002105,2024-04-20,2023-06-28,Audiovisual,Active,,Monetize,APAC,1756,411,Education,4185.43,False,False,297,35,False,REV_017,True
CLAIM_00010767,VID_00008534,CH_00008870,CLMT_00001449,2023-02-24,2022-09-10,Audiovisual,Expired,88.0,Monetize,LATAM,13307,685,Entertainment,4287.49,False,False,167,18,False,REV_047,True
CLAIM_00010768,VID_00012114,CH_00011525,CLMT_00001002,2023-09-20,2023-07-14,Visual,Disputed,,Monetize,EU,13820,152,Music,2254.98,False,False,68,10,False,REV_044,True
CLAIM_00010769,VID_00006046,CH_00001294,CLMT_00003572,2023-06-02,2022-09-15,Visual,Resolved,50.0,Block,US,462,286,Technology,0.0,False,False,260,26,False,REV_072,True
CLAIM_00010770,VID_00006723,CH_00017314,CLMT_00001988,2023-07-16,2023-05-16,Audiovisual,Resolved,72.0,Monetize,US,503,161,Entertainment,3514.07,False,False,61,23,False,REV_167,True
CLAIM_00010771,VID_00018432,CH_00012636,CLMT_00002508,2023-09-22,2023-07-26,Visual,Retracted,48.0,Block,EU,654,520,Education,0.0,True,False,58,5,True,REV_070,True
CLAIM_00010772,VID_00023172,CH_00004725,CLMT_00003261,2024-04-25,2023-12-05,Audiovisual,Active,,Track,EU,37215,124,Music,0.0,False,False,142,18,False,REV_173,True
CLAIM_00010773,VID_00001137,CH_00018467,CLMT_00000647,2024-06-01,2023-11-25,Visual,Disputed,,Monetize,EU,3447,77,Lifestyle,3635.59,False,False,189,25,False,REV_173,True
CLAIM_00010774,VID_00021809,CH_00010583,CLMT_00000080,2024-05-07,2023-12-06,Audio,Active,,Block,US,2067,164,Education,0.0,False,False,153,11,False,REV_069,True
CLAIM_00010775,VID_00010386,CH_00006227,CLMT_00004465,2023-06-22,2023-03-04,Audio,Disputed,,Block,EU,2925,485,Technology,0.0,False,False,110,39,False,REV_045,True
CLAIM_00010776,VID_00011268,CH_00004266,CLMT_00003661,2024-02-11,2024-01-30,Audio,Resolved,24.0,Monetize,EU,151941,39,Education,4763.15,False,False,12,38,False,REV_058,True
CLAIM_00010777,VID_00004848,CH_00004165,CLMT_00002617,2024-08-17,2023-09-10,Audio,Resolved,38.0,Monetize,MEA,148191,118,Music,1354.23,False,False,342,8,False,REV_029,True
CLAIM_00010778,VID_00012220,CH_00007410,CLMT_00004640,2024-06-25,2023-09-11,Audiovisual,Resolved,86.0,Monetize,US,2716,227,Gaming,1616.85,False,False,288,34,False,REV_169,True
CLAIM_00010779,VID_00014695,CH_00000753,CLMT_00004269,2024-02-05,2024-01-30,Audiovisual,Active,,Track,US,424666,208,Lifestyle,0.0,True,False,6,16,True,REV_116,True
CLAIM_00010780,VID_00017691,CH_00015459,CLMT_00003232,2024-04-04,2023-09-16,Audio,Active,,Block,LATAM,11091,84,Music,0.0,False,False,201,29,False,REV_066,True
CLAIM_00010781,VID_00005328,CH_00004842,CLMT_00000198,2024-09-20,2024-08-13,Thumbnail,Resolved,38.0,Track,APAC,2503,100,Music,0.0,False,False,38,14,False,REV_102,True
CLAIM_00010782,VID_00017487,CH_00008888,CLMT_00003649,2023-04-24,2023-02-11,Audiovisual,Resolved,71.0,Block,LATAM,9887,201,Entertainment,0.0,False,False,72,13,False,REV_193,True
CLAIM_00010783,VID_00009882,CH_00018108,CLMT_00004400,2023-12-13,2023-01-29,Audiovisual,Active,,Block,EU,2250,646,Gaming,0.0,False,False,318,25,False,REV_142,True
CLAIM_00010784,VID_00003981,CH_00016031,CLMT_00003413,2022-10-09,2021-12-16,Audiovisual,Active,,Monetize,US,253,651,Music,3693.75,False,False,297,15,False,REV_130,True
CLAIM_00010785,VID_00000817,CH_00012634,CLMT_00001940,2024-03-07,2023-06-01,Audiovisual,Active,,Monetize,LATAM,13645,144,Entertainment,1062.24,False,False,280,3,False,REV_046,True
CLAIM_00010786,VID_00013257,CH_00008346,CLMT_00004446,2023-04-04,2022-06-23,Audio,Resolved,88.0,Track,APAC,27849,269,Music,0.0,False,False,285,23,False,REV_136,True
CLAIM_00010787,VID_00016365,CH_00003082,CLMT_00000698,2023-09-17,2023-03-27,Audio,Retracted,41.0,Monetize,APAC,255,49,Gaming,2090.27,False,False,174,23,False,REV_044,False
CLAIM_00010788,VID_00025183,CH_00006107,CLMT_00001364,2023-10-21,2023-03-11,Audio,Active,,Monetize,US,787,361,Education,4428.81,False,False,224,27,False,REV_182,True
CLAIM_00010789,VID_00004764,CH_00013541,CLMT_00002321,2022-10-13,2022-04-16,Audiovisual,Active,,Block,EU,464,184,Education,0.0,True,False,180,26,True,REV_070,True
CLAIM_00010790,VID_00015010,CH_00003236,CLMT_00000290,2022-10-23,2022-01-06,Audio,Resolved,85.0,Monetize,US,42435,224,Entertainment,433.82,False,False,290,9,False,REV_030,True
CLAIM_00010791,VID_00010493,CH_00007130,CLMT_00002625,2024-07-20,2024-01-06,Audiovisual,Resolved,82.0,Monetize,US,400,1645,Music,68.87,False,False,196,21,False,REV_146,True
CLAIM_00010792,VID_00005114,CH_00018629,CLMT_00003932,2023-11-21,2023-05-29,Audio,Resolved,50.0,Track,US,219931,282,Entertainment,0.0,False,False,176,30,False,REV_050,True
CLAIM_00010793,VID_00000141,CH_00011930,CLMT_00004797,2024-08-20,2023-11-24,Audiovisual,Active,,Monetize,LATAM,5987,294,News,4950.01,False,False,270,3,False,REV_048,True
CLAIM_00010794,VID_00024200,CH_00011897,CLMT_00001256,2023-03-13,2023-01-10,Audio,Resolved,24.0,Monetize,US,6312,87,Entertainment,1546.82,False,False,62,27,False,REV_107,True
CLAIM_00010795,VID_00017897,CH_00016057,CLMT_00003159,2022-10-02,2022-02-25,Audio,Active,,Block,US,4941,259,Film,0.0,False,False,219,15,False,REV_084,True
CLAIM_00010796,VID_00016627,CH_00008235,CLMT_00004516,2022-12-09,2022-06-10,Audio,Active,,Track,EU,556,35,Gaming,0.0,False,False,182,9,False,REV_015,True
CLAIM_00010797,VID_00010856,CH_00010506,CLMT_00001144,2022-11-05,2022-11-01,Visual,Resolved,21.0,Monetize,EU,314,285,Sports,4385.54,False,False,4,9,False,REV_073,True
CLAIM_00010798,VID_00021209,CH_00017829,CLMT_00002206,2023-07-01,2022-08-02,Audio,Disputed,,Monetize,EU,161,493,Lifestyle,1993.14,False,True,333,95,True,REV_171,True
CLAIM_00010799,VID_00023117,CH_00013005,CLMT_00004168,2023-11-08,2023-09-10,Audiovisual,Active,,Monetize,EU,100,273,Music,3060.72,False,True,59,96,True,REV_167,True
CLAIM_00010800,VID_00009685,CH_00003886,CLMT_00001942,2023-10-29,2023-05-26,Audio,Resolved,80.0,Track,EU,11826,587,Entertainment,0.0,False,False,156,22,False,REV_164,True
CLAIM_00010801,VID_00015530,CH_00016515,CLMT_00003871,2023-05-04,2022-11-16,Visual,Active,,Monetize,APAC,2446,57,Entertainment,4284.16,False,False,169,5,False,REV_010,True
CLAIM_00010802,VID_00029360,CH_00000437,CLMT_00002737,2024-01-16,2024-01-13,Audiovisual,Disputed,,Track,US,2362,194,Entertainment,0.0,False,False,3,33,False,REV_020,True
CLAIM_00010803,VID_00009498,CH_00010582,CLMT_00000716,2024-06-01,2024-04-02,Audio,Active,,Block,MEA,915,641,Technology,0.0,False,False,60,15,False,REV_067,True
CLAIM_00010804,VID_00024713,CH_00016516,CLMT_00003258,2024-05-19,2023-05-30,Audiovisual,Active,,Monetize,EU,632,121,Music,1914.28,True,False,355,29,True,REV_034,False
CLAIM_00010805,VID_00018800,CH_00006557,CLMT_00000428,2023-01-11,2022-03-27,Thumbnail,Retracted,46.0,Block,EU,1582,527,Sports,0.0,False,False,290,10,False,REV_030,True
CLAIM_00010806,VID_00021853,CH_00018895,CLMT_00003232,2024-08-20,2024-01-16,Audio,Resolved,75.0,Monetize,US,3986,760,Gaming,4827.71,True,False,217,2,True,REV_176,True
CLAIM_00010807,VID_00004820,CH_00008042,CLMT_00000539,2023-10-21,2023-08-13,Audio,Resolved,33.0,Monetize,EU,2879,89,Education,519.9,False,False,69,28,False,REV_008,True
CLAIM_00010808,VID_00026201,CH_00010234,CLMT_00002346,2024-09-16,2024-06-02,Visual,Disputed,,Monetize,APAC,438,186,Entertainment,4330.95,False,False,106,10,False,REV_098,True
CLAIM_00010809,VID_00018522,CH_00001185,CLMT_00000380,2023-10-20,2022-11-05,Audiovisual,Resolved,28.0,Mute,US,2074,71,Gaming,0.0,False,False,349,4,False,REV_060,False
CLAIM_00010810,VID_00023873,CH_00016977,CLMT_00001739,2022-10-17,2022-08-11,Audiovisual,Resolved,90.0,Block,US,574,153,Lifestyle,0.0,False,False,67,5,False,REV_018,True
CLAIM_00010811,VID_00029717,CH_00007185,CLMT_00002685,2023-09-11,2023-07-20,Audiovisual,Active,,Mute,APAC,292176,161,Sports,0.0,True,False,53,12,True,REV_035,True
CLAIM_00010812,VID_00014487,CH_00012092,CLMT_00000671,2023-08-11,2023-01-06,Audiovisual,Retracted,8.0,Track,EU,30373,183,Gaming,0.0,False,False,217,3,False,REV_013,True
